INDEX,org_dataA, org_dataB 
57902, 52, 53 
57903, 56, 47 
57904, 53, 47 
57905, 52, 47 
57906, 52, 47 
57907, 48, 46 
57908, 47, 48 
57909, 47, 54 
57910, 50, 55 
57911, 52, 52 
57912, 52, 49 
57913, 54, 51 
57914, 55, 50 
57915, 51, 49 
57916, 47, 49 
57917, 49, 51 
57918, 51, 51 
57919, 50, 53 
57920, 51, 51 
57921, 52, 52 
57922, 55, 47 
57923, 54, 44 
57924, 51, 47 
57925, 49, 58 
57926, 55, 69 
57927, 62, 79 
57928, 66, 99 
57929, 76, 119 
57930, 88, 136 
57931, 105, 148 
57932, 123, 153 
57933, 137, 152 
57934, 146, 150 
57935, 150, 148 
57936, 152, 145 
57937, 149, 145 
57938, 146, 144 
57939, 144, 148 
57940, 145, 152 
57941, 147, 155 
57942, 150, 159 
57943, 153, 160 
57944, 156, 161 
57945, 160, 161 
57946, 161, 161 
57947, 163, 162 
57948, 164, 162 
57949, 164, 162 
57950, 164, 162 
57951, 163, 164 
57952, 163, 166 
57953, 165, 166 
57954, 163, 166 
57955, 163, 164 
57956, 164, 165 
57957, 165, 164 
57958, 163, 163 
57959, 162, 164 
57960, 164, 163 
57961, 165, 163 
57962, 166, 163 
57963, 164, 164 
57964, 163, 164 
57965, 165, 165 
57966, 166, 161 
57967, 163, 158 
57968, 156, 152 
57969, 149, 150 
57970, 149, 148 
57971, 148, 152 
57972, 152, 155 
57973, 155, 159 
57974, 161, 164 
57975, 164, 166 
57976, 165, 165 
57977, 166, 163 
57978, 163, 161 
57979, 161, 159 
57980, 158, 158 
57981, 157, 158 
57982, 157, 158 
57983, 157, 157 
57984, 156, 156 
57985, 156, 156 
57986, 155, 157 
57987, 155, 152 
57988, 154, 152 
57989, 152, 152 
57990, 152, 152 
57991, 154, 154 
57992, 154, 153 
57993, 154, 154 
57994, 153, 153 
57995, 151, 151 
57996, 150, 151 
57997, 151, 149 
57998, 149, 146 
57999, 146, 145 
58000, 147, 146 
58001, 147, 144 
58002, 146, 143 
58003, 144, 144 
58004, 147, 143 
58005, 146, 142 
58006, 143, 142 
58007, 144, 140 
58008, 143, 139 
58009, 141, 138 
58010, 139, 138 
58011, 141, 136 
58012, 139, 134 
58013, 138, 131 
58014, 136, 130 
58015, 136, 130 
58016, 134, 131 
58017, 133, 135 
58018, 133, 138 
58019, 132, 143 
58020, 132, 147 
58021, 133, 153 
58022, 135, 157 
58023, 136, 161 
58024, 139, 164 
58025, 140, 167 
58026, 142, 169 
58027, 144, 171 
58028, 145, 172 
58029, 147, 175 
58030, 151, 178 
58031, 153, 181 
58032, 157, 184 
58033, 159, 186 
58034, 162, 190 
58035, 164, 194 
58036, 165, 196 
58037, 167, 198 
58038, 167, 199 
58039, 166, 200 
58040, 167, 202 
58041, 170, 204 
58042, 174, 209 
58043, 182, 211 
58044, 189, 214 
58045, 193, 215 
58046, 198, 216 
58047, 202, 217 
58048, 205, 218 
58049, 208, 218 
58050, 212, 217 
58051, 214, 215 
58052, 213, 212 
58053, 211, 210 
58054, 209, 208 
58055, 208, 207 
58056, 207, 207 
58057, 208, 209 
58058, 209, 210 
58059, 210, 212 
58060, 211, 212 
58061, 212, 212 
58062, 212, 213 
58063, 213, 212 
58064, 213, 213 
58065, 214, 214 
58066, 213, 214 
58067, 214, 214 
58068, 214, 214 
58069, 215, 214 
58070, 215, 215 
58071, 215, 213 
58072, 216, 213 
58073, 216, 210 
58074, 214, 206 
58075, 212, 200 
58076, 211, 191 
58077, 206, 178 
58078, 202, 167 
58079, 195, 156 
58080, 188, 148 
58081, 181, 141 
58082, 175, 135 
58083, 169, 129 
58084, 159, 123 
58085, 149, 117 
58086, 138, 113 
58087, 129, 104 
58088, 121, 91 
58089, 108, 77 
58090, 92, 66 
58091, 79, 59 
58092, 69, 61 
58093, 60, 65 
58094, 58, 69 
58095, 63, 72 
58096, 66, 71 
58097, 70, 69 
58098, 72, 69 
58099, 70, 76 
58100, 72, 86 
58101, 75, 94 
58102, 83, 99 
58103, 88, 103 
58104, 94, 98 
58105, 98, 91 
58106, 98, 86 
58107, 96, 85 
58108, 87, 82 
58109, 80, 89 
58110, 81, 91 
58112, 120, 122 
58113, 120, 122 
58114, 120, 122 
58115, 122, 120 
58116, 122, 120 
58117, 120, 122 
58118, 122, 121 
58119, 121, 122 
58120, 121, 125 
58121, 123, 122 
58122, 123, 124 
58123, 122, 124 
58124, 122, 124 
58125, 122, 123 
58126, 122, 123 
58127, 122, 121 
58128, 119, 121 
58129, 118, 120 
58130, 116, 118 
58131, 114, 115 
58132, 113, 113 
58133, 110, 115 
58134, 111, 116 
58135, 112, 118 
58136, 114, 123 
58137, 117, 118 
58138, 119, 99 
58139, 119, 67 
58140, 110, 46 
58141, 102, 37 
58142, 83, 40 
58143, 50, 41 
58144, 37, 42 
58145, 39, 45 
58146, 43, 45 
58147, 44, 45 
58148, 43, 42 
58149, 43, 45 
58150, 41, 48 
58151, 44, 51 
58152, 48, 54 
58153, 50, 56 
58154, 54, 55 
58155, 55, 55 
58156, 54, 56 
58157, 55, 53 
58158, 53, 47 
58159, 53, 46 
58160, 47, 44 
58161, 47, 44 
58162, 47, 49 
58163, 47, 54 
58164, 46, 55 
58165, 48, 57 
58166, 54, 55 
58167, 55, 49 
58168, 52, 48 
58169, 49, 49 
58170, 51, 52 
58171, 50, 54 
58172, 49, 53 
58173, 49, 57 
58174, 51, 55 
58175, 51, 53 
58176, 53, 46 
58177, 51, 39 
58178, 52, 36 
58179, 47, 38 
58180, 44, 51 
58181, 47, 69 
58182, 58, 87 
58183, 69, 109 
58184, 79, 130 
58185, 99, 143 
58186, 119, 151 
58187, 136, 155 
58188, 148, 152 
58189, 153, 149 
58190, 152, 146 
58191, 150, 146 
58192, 148, 146 
58193, 145, 148 
58194, 145, 152 
58195, 144, 156 
58196, 148, 158 
58197, 152, 159 
58198, 155, 161 
58199, 159, 162 
58200, 160, 161 
58201, 161, 161 
58202, 161, 161 
58203, 161, 163 
58204, 162, 162 
58205, 162, 163 
58206, 162, 163 
58207, 162, 165 
58208, 164, 166 
58209, 166, 166 
58210, 166, 167 
58211, 166, 165 
58212, 164, 164 
58213, 165, 163 
58214, 164, 164 
58215, 163, 164 
58216, 164, 163 
58217, 163, 164 
58218, 163, 163 
58219, 163, 161 
58220, 164, 162 
58221, 164, 165 
58222, 165, 162 
58223, 161, 159 
58224, 158, 153 
58225, 152, 153 
58226, 150, 150 
58227, 148, 153 
58228, 152, 154 
58229, 155, 158 
58230, 159, 161 
58231, 164, 164 
58232, 166, 164 
58233, 165, 164 
58234, 163, 162 
58235, 161, 160 
58236, 159, 159 
58237, 158, 159 
58238, 158, 159 
58239, 158, 157 
58240, 157, 157 
58241, 156, 156 
58242, 156, 156 
58243, 157, 153 
58244, 152, 153 
58245, 152, 155 
58246, 152, 153 
58247, 152, 153 
58248, 154, 152 
58249, 153, 154 
58250, 154, 152 
58251, 153, 151 
58252, 151, 148 
58253, 151, 148 
58254, 149, 147 
58255, 146, 144 
58256, 145, 144 
58257, 146, 145 
58258, 144, 145 
58259, 143, 143 
58260, 144, 141 
58261, 143, 141 
58262, 142, 140 
58263, 142, 139 
58264, 140, 138 
58265, 139, 136 
58266, 138, 135 
58267, 138, 133 
58268, 136, 132 
58269, 134, 132 
58270, 131, 136 
58271, 130, 140 
58272, 130, 147 
58273, 131, 153 
58274, 135, 161 
58275, 138, 166 
58276, 143, 172 
58277, 147, 175 
58278, 153, 178 
58279, 157, 182 
58280, 161, 184 
58281, 164, 186 
58282, 167, 187 
58283, 169, 187 
58284, 171, 189 
58285, 172, 190 
58286, 175, 192 
58287, 178, 196 
58288, 181, 199 
58289, 184, 202 
58290, 186, 205 
58291, 190, 209 
58292, 194, 210 
58293, 196, 212 
58294, 198, 214 
58295, 199, 215 
58296, 200, 215 
58297, 202, 217 
58298, 204, 218 
58299, 209, 219 
58300, 211, 221 
58301, 214, 222 
58302, 215, 221 
58303, 216, 221 
58304, 217, 220 
58305, 218, 218 
58306, 218, 215 
58307, 217, 212 
58308, 215, 208 
58309, 212, 206 
58310, 210, 205 
58311, 208, 205 
58312, 207, 206 
58313, 207, 208 
58314, 209, 211 
58315, 210, 212 
58316, 212, 212 
58317, 212, 213 
58318, 212, 214 
58319, 213, 214 
58320, 212, 214 
58321, 213, 215 
58322, 214, 214 
58323, 214, 213 
58324, 214, 213 
58325, 214, 212 
58326, 214, 212 
58327, 215, 209 
58328, 213, 205 
58329, 213, 200 
58330, 210, 190 
58331, 206, 177 
58332, 200, 162 
58333, 191, 147 
58334, 178, 137 
58335, 167, 128 
58336, 156, 123 
58337, 148, 119 
58338, 141, 117 
58339, 135, 115 
58340, 129, 114 
58341, 123, 110 
58342, 117, 103 
58343, 113, 93 
58344, 104, 81 
58345, 91, 65 
58346, 77, 58 
58347, 66, 63 
58348, 59, 70 
58349, 61, 73 
58350, 65, 77 
58351, 69, 73 
58352, 72, 65 
58353, 71, 66 
58354, 69, 76 
58355, 69, 88 
58356, 76, 97 
58357, 86, 103 
58358, 94, 106 
58359, 99, 100 
58360, 103, 85 
58361, 98, 82 
58362, 91, 80 
58363, 86, 84 
58364, 85, 86 
58365, 82, 89 
58366, 89, 92 
58368, 122, 122 
58369, 122, 121 
58370, 122, 122 
58371, 122, 121 
58372, 120, 120 
58373, 120, 120 
58374, 122, 121 
58375, 121, 124 
58376, 122, 125 
58377, 125, 122 
58378, 122, 121 
58379, 124, 122 
58380, 124, 124 
58381, 124, 122 
58382, 123, 121 
58383, 123, 123 
58384, 121, 123 
58385, 121, 123 
58386, 120, 119 
58387, 118, 115 
58388, 115, 115 
58389, 113, 115 
58390, 115, 119 
58391, 116, 123 
58392, 118, 117 
58393, 123, 98 
58394, 118, 66 
58395, 99, 45 
58396, 67, 42 
58397, 46, 41 
58398, 37, 42 
58399, 40, 40 
58400, 41, 44 
58401, 42, 44 
58402, 45, 46 
58403, 45, 48 
58404, 45, 47 
58405, 42, 52 
58406, 45, 52 
58407, 48, 56 
58408, 51, 54 
58409, 54, 53 
58410, 56, 54 
58411, 55, 54 
58412, 55, 53 
58413, 56, 49 
58414, 53, 43 
58415, 47, 43 
58416, 46, 46 
58417, 44, 49 
58418, 44, 54 
58419, 49, 57 
58420, 54, 56 
58421, 55, 53 
58422, 57, 48 
58423, 55, 48 
58424, 49, 50 
58425, 48, 54 
58426, 49, 54 
58427, 52, 56 
58428, 54, 55 
58429, 53, 57 
58430, 57, 54 
58431, 55, 47 
58432, 53, 37 
58433, 46, 33 
58434, 39, 36 
58435, 36, 49 
58436, 38, 76 
58437, 51, 102 
58438, 69, 121 
58439, 87, 139 
58440, 109, 149 
58441, 130, 153 
58442, 143, 152 
58443, 151, 149 
58444, 155, 147 
58445, 152, 146 
58446, 149, 145 
58447, 146, 147 
58448, 146, 151 
58449, 146, 154 
58450, 148, 158 
58451, 152, 158 
58452, 156, 160 
58453, 158, 160 
58454, 159, 159 
58455, 161, 161 
58456, 162, 161 
58457, 161, 161 
58458, 161, 161 
58459, 161, 160 
58460, 163, 162 
58461, 162, 162 
58462, 163, 162 
58463, 163, 165 
58464, 165, 164 
58465, 166, 164 
58466, 166, 164 
58467, 167, 165 
58468, 165, 162 
58469, 164, 162 
58470, 163, 162 
58471, 164, 164 
58472, 164, 165 
58473, 163, 163 
58474, 164, 163 
58475, 163, 161 
58476, 161, 161 
58477, 162, 163 
58478, 165, 162 
58479, 162, 159 
58480, 159, 154 
58481, 153, 151 
58482, 153, 150 
58483, 150, 151 
58484, 153, 154 
58485, 154, 155 
58486, 158, 158 
58487, 161, 161 
58488, 164, 162 
58489, 164, 163 
58490, 164, 163 
58491, 162, 161 
58492, 160, 159 
58493, 159, 159 
58494, 159, 159 
58495, 159, 157 
58496, 157, 157 
58497, 157, 155 
58498, 156, 154 
58499, 156, 153 
58500, 153, 153 
58501, 153, 154 
58502, 155, 153 
58503, 153, 153 
58504, 153, 152 
58505, 152, 152 
58506, 154, 151 
58507, 152, 149 
58508, 151, 146 
58509, 148, 146 
58510, 148, 147 
58511, 147, 144 
58512, 144, 143 
58513, 144, 143 
58514, 145, 143 
58515, 145, 142 
58516, 143, 141 
58517, 141, 138 
58518, 141, 136 
58519, 140, 135 
58520, 139, 135 
58521, 138, 132 
58522, 136, 132 
58523, 135, 132 
58524, 133, 137 
58525, 132, 145 
58526, 132, 155 
58527, 136, 165 
58528, 140, 171 
58529, 147, 176 
58530, 153, 180 
58531, 161, 186 
58532, 166, 189 
58533, 172, 190 
58534, 175, 192 
58535, 178, 193 
58536, 182, 194 
58537, 184, 195 
58538, 186, 196 
58539, 187, 196 
58540, 187, 196 
58541, 189, 199 
58542, 190, 201 
58543, 192, 204 
58544, 196, 206 
58545, 199, 210 
58546, 202, 212 
58547, 205, 214 
58548, 209, 216 
58549, 210, 218 
58550, 212, 219 
58551, 214, 218 
58552, 215, 219 
58553, 215, 219 
58554, 217, 220 
58555, 218, 221 
58556, 219, 222 
58557, 221, 222 
58558, 222, 220 
58559, 221, 219 
58560, 221, 217 
58561, 220, 213 
58562, 218, 209 
58563, 215, 207 
58564, 212, 206 
58565, 208, 204 
58566, 206, 203 
58567, 205, 204 
58568, 205, 206 
58569, 206, 209 
58570, 208, 211 
58571, 211, 212 
58572, 212, 213 
58573, 212, 213 
58574, 213, 214 
58575, 214, 213 
58576, 214, 212 
58577, 214, 212 
58578, 215, 211 
58579, 214, 211 
58580, 213, 209 
58581, 213, 208 
58582, 212, 205 
58583, 212, 198 
58584, 209, 189 
58585, 205, 176 
58586, 200, 162 
58587, 190, 147 
58588, 177, 134 
58589, 162, 125 
58590, 147, 120 
58591, 137, 120 
58592, 128, 117 
58593, 123, 112 
58594, 119, 111 
58595, 117, 111 
58596, 115, 110 
58597, 114, 104 
58598, 110, 93 
58599, 103, 85 
58600, 93, 74 
58601, 81, 63 
58602, 65, 65 
58603, 58, 72 
58604, 63, 78 
58605, 70, 77 
58606, 73, 71 
58607, 77, 68 
58608, 73, 68 
58609, 65, 76 
58610, 66, 89 
58611, 76, 102 
58612, 88, 107 
58613, 97, 107 
58614, 103, 103 
58615, 106, 94 
58616, 100, 81 
58617, 85, 72 
58618, 82, 73 
58619, 80, 82 
58620, 84, 85 
58621, 86, 88 
58622, 89, 91 
58624, 122, 121 
58625, 122, 121 
58626, 121, 122 
58627, 122, 123 
58628, 121, 120 
58629, 120, 121 
58630, 120, 121 
58631, 121, 122 
58632, 124, 122 
58633, 125, 122 
58634, 122, 121 
58635, 121, 122 
58636, 122, 121 
58637, 124, 122 
58638, 122, 121 
58639, 121, 123 
58640, 123, 123 
58641, 123, 123 
58642, 123, 120 
58643, 119, 119 
58644, 115, 119 
58645, 115, 122 
58646, 115, 123 
58647, 119, 114 
58648, 123, 90 
58649, 117, 61 
58650, 98, 47 
58651, 66, 43 
58652, 45, 41 
58653, 42, 40 
58654, 41, 43 
58655, 42, 41 
58656, 40, 44 
58657, 44, 44 
58658, 44, 46 
58659, 46, 49 
58660, 48, 51 
58661, 47, 52 
58662, 52, 51 
58663, 52, 50 
58664, 56, 53 
58665, 54, 54 
58666, 53, 54 
58667, 54, 51 
58668, 54, 48 
58669, 53, 45 
58670, 49, 40 
58671, 43, 44 
58672, 43, 50 
58673, 46, 57 
58674, 49, 57 
58675, 54, 51 
58676, 57, 50 
58677, 56, 49 
58678, 53, 49 
58679, 48, 52 
58680, 48, 53 
58681, 50, 58 
58682, 54, 55 
58683, 54, 53 
58684, 56, 55 
58685, 55, 54 
58686, 57, 50 
58687, 54, 43 
58688, 47, 37 
58689, 37, 42 
58690, 33, 61 
58691, 36, 87 
58692, 49, 116 
58693, 76, 136 
58694, 102, 146 
58695, 121, 151 
58696, 139, 152 
58697, 149, 150 
58698, 153, 147 
58699, 152, 144 
58700, 149, 145 
58701, 147, 147 
58702, 146, 151 
58703, 145, 154 
58704, 147, 158 
58705, 151, 157 
58706, 154, 159 
58707, 158, 159 
58708, 158, 160 
58709, 160, 159 
58710, 160, 159 
58711, 159, 160 
58712, 161, 161 
58713, 161, 160 
58714, 161, 160 
58715, 161, 160 
58716, 160, 158 
58717, 162, 160 
58718, 162, 162 
58719, 162, 163 
58720, 165, 162 
58721, 164, 162 
58722, 164, 163 
58723, 164, 164 
58724, 165, 163 
58725, 162, 162 
58726, 162, 163 
58727, 162, 164 
58728, 164, 164 
58729, 165, 164 
58730, 163, 163 
58731, 163, 162 
58732, 161, 160 
58733, 161, 162 
58734, 163, 163 
58735, 162, 160 
58736, 159, 157 
58737, 154, 152 
58738, 151, 150 
58739, 150, 149 
58740, 151, 153 
58741, 154, 155 
58742, 155, 156 
58743, 158, 158 
58744, 161, 159 
58745, 162, 159 
58746, 163, 161 
58747, 163, 159 
58748, 161, 158 
58749, 159, 157 
58750, 159, 156 
58751, 159, 156 
58752, 157, 157 
58753, 157, 155 
58754, 155, 154 
58755, 154, 154 
58756, 153, 152 
58757, 153, 153 
58758, 154, 153 
58759, 153, 152 
58760, 153, 150 
58761, 152, 150 
58762, 152, 150 
58763, 151, 148 
58764, 149, 147 
58765, 146, 146 
58766, 146, 144 
58767, 147, 143 
58768, 144, 141 
58769, 143, 139 
58770, 143, 140 
58771, 143, 138 
58772, 142, 137 
58773, 141, 133 
58774, 138, 133 
58775, 136, 131 
58776, 135, 130 
58777, 135, 131 
58778, 132, 136 
58779, 132, 147 
58780, 132, 159 
58781, 137, 168 
58782, 145, 176 
58783, 155, 183 
58784, 165, 187 
58785, 171, 190 
58786, 176, 192 
58787, 180, 194 
58788, 186, 195 
58789, 189, 195 
58790, 190, 196 
58791, 192, 196 
58792, 193, 196 
58793, 194, 196 
58794, 195, 197 
58795, 196, 199 
58796, 196, 201 
58797, 196, 204 
58798, 199, 206 
58799, 201, 208 
58800, 204, 211 
58801, 206, 213 
58802, 210, 215 
58803, 212, 215 
58804, 214, 216 
58805, 216, 218 
58806, 218, 218 
58807, 219, 219 
58808, 218, 219 
58809, 219, 218 
58810, 219, 219 
58811, 220, 219 
58812, 221, 218 
58813, 222, 218 
58814, 222, 217 
58815, 220, 216 
58816, 219, 213 
58817, 217, 210 
58818, 213, 208 
58819, 209, 207 
58820, 207, 205 
58821, 206, 205 
58822, 204, 205 
58823, 203, 207 
58824, 204, 210 
58825, 206, 212 
58826, 209, 212 
58827, 211, 212 
58828, 212, 213 
58829, 213, 213 
58830, 213, 214 
58831, 214, 212 
58832, 213, 212 
58833, 212, 210 
58834, 212, 209 
58835, 211, 206 
58836, 211, 204 
58837, 209, 197 
58838, 208, 187 
58839, 205, 174 
58840, 198, 159 
58841, 189, 143 
58842, 176, 132 
58843, 162, 125 
58844, 147, 120 
58845, 134, 117 
58846, 125, 115 
58847, 120, 116 
58848, 120, 115 
58849, 117, 110 
58850, 112, 108 
58851, 111, 107 
58852, 111, 104 
58853, 110, 94 
58854, 104, 82 
58855, 93, 77 
58856, 85, 74 
58857, 74, 73 
58858, 63, 79 
58859, 65, 80 
58860, 72, 81 
58861, 78, 77 
58862, 77, 68 
58863, 71, 71 
58864, 68, 79 
58865, 68, 85 
58866, 76, 98 
58867, 89, 110 
58868, 102, 113 
58869, 107, 106 
58870, 107, 94 
58871, 103, 84 
58872, 94, 75 
58873, 81, 69 
58874, 72, 72 
58875, 73, 78 
58876, 82, 83 
58877, 85, 85 
58878, 88, 86 
58880, 121, 122 
58881, 121, 123 
58882, 121, 125 
58883, 122, 124 
58884, 123, 121 
58885, 120, 122 
58886, 121, 122 
58887, 121, 123 
58888, 122, 122 
58889, 122, 122 
58890, 122, 120 
58891, 121, 120 
58892, 122, 121 
58893, 121, 121 
58894, 122, 121 
58895, 121, 123 
58896, 123, 122 
58897, 123, 125 
58898, 123, 124 
58899, 120, 123 
58900, 119, 124 
58901, 119, 125 
58902, 122, 116 
58903, 123, 92 
58904, 114, 59 
58905, 90, 45 
58906, 61, 42 
58907, 47, 42 
58908, 43, 42 
58909, 41, 43 
58910, 40, 44 
58911, 43, 44 
58912, 41, 43 
58913, 44, 45 
58914, 44, 48 
58915, 46, 52 
58916, 49, 56 
58917, 51, 53 
58918, 52, 53 
58919, 51, 53 
58920, 50, 51 
58921, 53, 51 
58922, 54, 52 
58923, 54, 48 
58924, 51, 46 
58925, 48, 45 
58926, 45, 46 
58927, 40, 55 
58928, 44, 59 
58929, 50, 58 
58930, 57, 55 
58931, 57, 45 
58932, 51, 46 
58933, 50, 49 
58934, 49, 52 
58935, 49, 56 
58936, 52, 57 
58937, 53, 61 
58938, 58, 55 
58939, 55, 53 
58940, 53, 51 
58941, 55, 52 
58942, 54, 47 
58943, 50, 49 
58944, 43, 58 
58945, 37, 81 
58946, 42, 109 
58947, 61, 130 
58948, 87, 145 
58949, 116, 150 
58950, 136, 150 
58951, 146, 150 
58952, 151, 148 
58953, 152, 146 
58954, 150, 145 
58955, 147, 147 
58956, 144, 151 
58957, 145, 154 
58958, 147, 158 
58959, 151, 159 
58960, 154, 159 
58961, 158, 159 
58962, 157, 159 
58963, 159, 159 
58964, 159, 160 
58965, 160, 161 
58966, 159, 159 
58967, 159, 158 
58968, 160, 159 
58969, 161, 159 
58970, 160, 160 
58971, 160, 162 
58972, 160, 160 
58973, 158, 161 
58974, 160, 161 
58975, 162, 162 
58976, 163, 161 
58977, 162, 163 
58978, 162, 162 
58979, 163, 163 
58980, 164, 164 
58981, 163, 163 
58982, 162, 164 
58983, 163, 164 
58984, 164, 163 
58985, 164, 165 
58986, 164, 164 
58987, 163, 163 
58988, 162, 161 
58989, 160, 162 
58990, 162, 162 
58991, 163, 161 
58992, 160, 159 
58993, 157, 152 
58994, 152, 149 
58995, 150, 147 
58996, 149, 150 
58997, 153, 154 
58998, 155, 156 
58999, 156, 157 
59000, 158, 157 
59001, 159, 156 
59002, 159, 156 
59003, 161, 155 
59004, 159, 155 
59005, 158, 156 
59006, 157, 155 
59007, 156, 154 
59008, 156, 154 
59009, 157, 154 
59010, 155, 154 
59011, 154, 154 
59012, 154, 154 
59013, 152, 152 
59014, 153, 152 
59015, 153, 151 
59016, 152, 150 
59017, 150, 148 
59018, 150, 147 
59019, 150, 147 
59020, 148, 145 
59021, 147, 144 
59022, 146, 142 
59023, 144, 141 
59024, 143, 139 
59025, 141, 137 
59026, 139, 137 
59027, 140, 135 
59028, 138, 134 
59029, 137, 132 
59030, 133, 130 
59031, 133, 130 
59032, 131, 135 
59033, 130, 146 
59034, 131, 158 
59035, 136, 172 
59036, 147, 181 
59037, 159, 188 
59038, 168, 191 
59039, 176, 193 
59040, 183, 194 
59041, 187, 196 
59042, 190, 196 
59043, 192, 196 
59044, 194, 195 
59045, 195, 195 
59046, 195, 195 
59047, 196, 196 
59048, 196, 196 
59049, 196, 197 
59050, 196, 200 
59051, 197, 202 
59052, 199, 205 
59053, 201, 207 
59054, 204, 210 
59055, 206, 211 
59056, 208, 212 
59057, 211, 213 
59058, 213, 214 
59059, 215, 215 
59060, 215, 215 
59061, 216, 216 
59062, 218, 216 
59063, 218, 218 
59064, 219, 218 
59065, 219, 218 
59066, 218, 218 
59067, 219, 217 
59068, 219, 215 
59069, 218, 214 
59070, 218, 214 
59071, 217, 213 
59072, 216, 211 
59073, 213, 210 
59074, 210, 209 
59075, 208, 207 
59076, 207, 207 
59077, 205, 207 
59078, 205, 208 
59079, 205, 210 
59080, 207, 211 
59081, 210, 213 
59082, 212, 213 
59083, 212, 213 
59084, 212, 212 
59085, 213, 212 
59086, 213, 211 
59087, 214, 209 
59088, 212, 208 
59089, 212, 207 
59090, 210, 205 
59091, 209, 199 
59092, 206, 189 
59093, 204, 175 
59094, 197, 157 
59095, 187, 139 
59096, 174, 122 
59097, 159, 112 
59098, 143, 111 
59099, 132, 114 
59100, 125, 119 
59101, 120, 118 
59102, 117, 117 
59103, 115, 114 
59104, 116, 112 
59105, 115, 110 
59106, 110, 104 
59107, 108, 99 
59108, 107, 99 
59109, 104, 88 
59110, 94, 79 
59111, 82, 79 
59112, 77, 82 
59113, 74, 83 
59114, 73, 83 
59115, 79, 82 
59116, 80, 79 
59117, 81, 73 
59118, 77, 71 
59119, 68, 79 
59120, 71, 91 
59121, 79, 97 
59122, 85, 106 
59123, 98, 110 
59124, 110, 103 
59125, 113, 94 
59126, 106, 86 
59127, 94, 80 
59128, 84, 71 
59129, 75, 71 
59130, 69, 75 
59131, 72, 80 
59132, 78, 79 
59133, 83, 82 
59134, 85, 82 
59136, 122, 124 
59137, 122, 124 
59138, 123, 125 
59139, 125, 124 
59140, 124, 122 
59141, 121, 123 
59142, 122, 122 
59143, 122, 122 
59144, 123, 123 
59145, 122, 121 
59146, 122, 121 
59147, 120, 120 
59148, 120, 120 
59149, 121, 121 
59150, 121, 123 
59151, 121, 125 
59152, 123, 124 
59153, 122, 125 
59154, 125, 127 
59155, 124, 129 
59156, 123, 130 
59157, 124, 118 
59158, 125, 88 
59159, 116, 59 
59160, 92, 44 
59161, 59, 41 
59162, 45, 42 
59163, 42, 42 
59164, 42, 45 
59165, 42, 45 
59166, 43, 45 
59167, 44, 47 
59168, 44, 48 
59169, 43, 48 
59170, 45, 49 
59171, 48, 53 
59172, 52, 57 
59173, 56, 54 
59174, 53, 52 
59175, 53, 53 
59176, 53, 51 
59177, 51, 48 
59178, 51, 45 
59179, 52, 45 
59180, 48, 46 
59181, 46, 50 
59182, 45, 55 
59183, 46, 58 
59184, 55, 56 
59185, 59, 51 
59186, 58, 46 
59187, 55, 43 
59188, 45, 49 
59189, 46, 53 
59190, 49, 55 
59191, 52, 55 
59192, 56, 52 
59193, 57, 52 
59194, 61, 51 
59195, 55, 48 
59196, 53, 48 
59197, 51, 50 
59198, 52, 55 
59199, 47, 72 
59200, 49, 97 
59201, 58, 125 
59202, 81, 142 
59203, 109, 151 
59204, 130, 153 
59205, 145, 152 
59206, 150, 148 
59207, 150, 146 
59208, 150, 145 
59209, 148, 144 
59210, 146, 147 
59211, 145, 154 
59212, 147, 157 
59213, 151, 157 
59214, 154, 159 
59215, 158, 160 
59216, 159, 160 
59217, 159, 160 
59218, 159, 160 
59219, 159, 159 
59220, 159, 159 
59221, 160, 159 
59222, 161, 158 
59223, 159, 160 
59224, 158, 159 
59225, 159, 159 
59226, 159, 160 
59227, 160, 161 
59228, 162, 160 
59229, 160, 160 
59230, 161, 161 
59231, 161, 163 
59232, 162, 162 
59233, 161, 162 
59234, 163, 163 
59235, 162, 163 
59236, 163, 164 
59237, 164, 163 
59238, 163, 164 
59239, 164, 162 
59240, 164, 162 
59241, 163, 163 
59242, 165, 163 
59243, 164, 163 
59244, 163, 162 
59245, 161, 160 
59246, 162, 161 
59247, 162, 161 
59248, 161, 158 
59249, 159, 152 
59250, 152, 147 
59251, 149, 146 
59252, 147, 148 
59253, 150, 151 
59254, 154, 153 
59255, 156, 155 
59256, 157, 157 
59257, 157, 156 
59258, 156, 154 
59259, 156, 153 
59260, 155, 156 
59261, 155, 155 
59262, 156, 155 
59263, 155, 153 
59264, 154, 153 
59265, 154, 154 
59266, 154, 153 
59267, 154, 153 
59268, 154, 153 
59269, 154, 152 
59270, 152, 151 
59271, 152, 150 
59272, 151, 149 
59273, 150, 146 
59274, 148, 144 
59275, 147, 144 
59276, 147, 143 
59277, 145, 142 
59278, 144, 142 
59279, 142, 139 
59280, 141, 139 
59281, 139, 136 
59282, 137, 135 
59283, 137, 132 
59284, 135, 130 
59285, 134, 129 
59286, 132, 133 
59287, 130, 143 
59288, 130, 156 
59289, 135, 169 
59290, 146, 179 
59291, 158, 187 
59292, 172, 193 
59293, 181, 196 
59294, 188, 197 
59295, 191, 197 
59296, 193, 197 
59297, 194, 197 
59298, 196, 196 
59299, 196, 196 
59300, 196, 196 
59301, 195, 195 
59302, 195, 195 
59303, 195, 196 
59304, 196, 198 
